venue_id,venue_name,category,area,listing_url,website,phone,badge_url,email_template
"bira-circuit","Bira Circuit (FIA-Standard Motor Racing Track)","adventure","Banglamung — 15 km northeast of Pattaya","https://pattaya-gym.com/gyms/bira-circuit/","https://bira.co.th/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Bira Circuit (FIA-Standard Motor Racing Track)

Hi Bira Circuit (FIA-Standard Motor Racing Track) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/bira-circuit/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"bounce-pattaya","BOUNCE Pattaya — Trampoline Park","kids-youth","Harbor Pattaya Mall — 6F / Central Pattaya","https://pattaya-gym.com/gyms/bounce-pattaya/","https://bounceinc.co.th/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — BOUNCE Pattaya — Trampoline Park

Hi BOUNCE Pattaya — Trampoline Park team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/bounce-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"burapha-golf-club","Burapha Golf Club","golf","Sriracha (35 min from Pattaya)","https://pattaya-gym.com/gyms/burapha-golf-club/","https://www.facebook.com/p/Burapha-Golf-Resort-Thailand-1000","+66 38 372 700","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Burapha Golf Club

Hi Burapha Golf Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/burapha-golf-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"cape-dara-resort","Cape Dara Resort","fitness","Naklua / North Pattaya — beach-cliff position","https://pattaya-gym.com/gyms/cape-dara-resort/","https://capedarapattaya.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Cape Dara Resort

Hi Cape Dara Resort team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/cape-dara-resort/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"cartoon-network-amazone","Cartoon Network Amazone Waterpark (now Columbia Pictures Aquaverse)","swimming","Na Jomtien / Sattahip — 15 km south of Pattaya","https://pattaya-gym.com/gyms/cartoon-network-amazone/","https://www.aquaverse.co.th/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Cartoon Network Amazone Waterpark (now Columbia Pictures Aquaverse)

Hi Cartoon Network Amazone Waterpark (now Columbia Pictures Aquaverse) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/cartoon-network-amazone/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"castra-gym","Castra Gym","fitness","Khao Talo / East Pattaya (""Darkside"")","https://pattaya-gym.com/gyms/castra-gym/","https://castragym.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Castra Gym

Hi Castra Gym team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/castra-gym/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"centara-grand-mirage","Centara Grand Mirage Beach Resort","swimming","Wong Amat Beach / North Pattaya","https://pattaya-gym.com/gyms/centara-grand-mirage/","https://www.centarahotelsresorts.com/centaragrand/cmbr","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Centara Grand Mirage Beach Resort

Hi Centara Grand Mirage Beach Resort team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/centara-grand-mirage/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"chatrium-golf-soi-dao","Chatrium Golf Resort Soi Dao Chanthaburi","golf","Khao Soi Dao Mountains, Chanthaburi (3 hours from Pattaya)","https://pattaya-gym.com/gyms/chatrium-golf-soi-dao/","https://www.chatrium.com/golfsoidaochanthaburi","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Chatrium Golf Resort Soi Dao Chanthaburi

Hi Chatrium Golf Resort Soi Dao Chanthaburi team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/chatrium-golf-soi-dao/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"chee-chan-golf","Chee Chan Golf Resort","golf","Na Jomtien / Sattahip","https://pattaya-gym.com/gyms/chee-chan-golf/","https://cheechangolf.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Chee Chan Golf Resort

Hi Chee Chan Golf Resort team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/chee-chan-golf/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"clubloongchat-watersports","Clubloongchat Watersports","watersports","Na Jomtien Beach","https://pattaya-gym.com/gyms/clubloongchat-watersports/","https://www.clubloongchat.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Clubloongchat Watersports

Hi Clubloongchat Watersports team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/clubloongchat-watersports/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"cross-pattaya-pratamnak","Cross Pattaya Pratamnak (Cloud Club + PLAYROOM)","fitness","Pratamnak Hill","https://pattaya-gym.com/gyms/cross-pattaya-pratamnak/","https://www.crosspattayapratamnak.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Cross Pattaya Pratamnak (Cloud Club + PLAYROOM)

Hi Cross Pattaya Pratamnak (Cloud Club + PLAYROOM) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/cross-pattaya-pratamnak/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"crossfit-pattaya","CrossFit Pattaya @ The Jungle Gym","crossfit","Nong Prue / Central-East Pattaya","https://pattaya-gym.com/gyms/crossfit-pattaya/","https://www.junglegympattaya.com/","+66 84 818 3994","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — CrossFit Pattaya @ The Jungle Gym

Hi CrossFit Pattaya @ The Jungle Gym team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/crossfit-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"dive-station-pattaya","Dive Station Pattaya","watersports","Pattaya — boat departures from Bali Hai Pier","https://pattaya-gym.com/gyms/dive-station-pattaya/","https://divestationpattaya.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Dive Station Pattaya

Hi Dive Station Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/dive-station-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"dragon-shooting-club","Dragon Shooting Club Pattaya","adventure","Pattaya — confirm exact at booking","https://pattaya-gym.com/gyms/dragon-shooting-club/","https://www.dragonshootingclub.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Dragon Shooting Club Pattaya

Hi Dragon Shooting Club Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/dragon-shooting-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"dusit-thani-pattaya","Dusit Thani Pattaya — Devarana Wellness","fitness","North Pattaya / Beach Road headland","https://pattaya-gym.com/gyms/dusit-thani-pattaya/","https://www.dusit.com/dusitthani-pattaya/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Dusit Thani Pattaya — Devarana Wellness

Hi Dusit Thani Pattaya — Devarana Wellness team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/dusit-thani-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"easykart-pattaya","EasyKart Pattaya Thepprasit (Outdoor Go Kart Track)","adventure","Thepprasit Road","https://pattaya-gym.com/gyms/easykart-pattaya/","https://easykart.net/pattaya-easykart-book-now/","+66 91 038 6111","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — EasyKart Pattaya Thepprasit (Outdoor Go Kart Track)

Hi EasyKart Pattaya Thepprasit (Outdoor Go Kart Track) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/easykart-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"elite-gym-fitness","Elite Gym & Fitness Pattaya","fitness","Sukhumvit Road (between Soi 42 and 44, opposite Soi 65)","https://pattaya-gym.com/gyms/elite-gym-fitness/","https://elitegympattaya.com/","+66 98 1919 421","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Elite Gym & Fitness Pattaya

Hi Elite Gym & Fitness Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/elite-gym-fitness/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"fairtex-pattaya","Fairtex Training Center Pattaya","muay-thai","Naklua / North Pattaya","https://pattaya-gym.com/gyms/fairtex-pattaya/","https://fairtextrainingcenter.com/","+66 86 308 7031","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Fairtex Training Center Pattaya

Hi Fairtex Training Center Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/fairtex-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"fast-pro-football-academy","FAST PRO Football Academy Pattaya","kids-youth","Two locations — Horseshoe Point Pattaya + IP Soccer Club Pattaya","https://pattaya-gym.com/gyms/fast-pro-football-academy/","https://www.fastprofootball.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — FAST PRO Football Academy Pattaya

Hi FAST PRO Football Academy Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/fast-pro-football-academy/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"fight-evo360","Fight EVO360 Muay Thai Gym","muay-thai","Thepprasit Road / Jomtien","https://pattaya-gym.com/gyms/fight-evo360/","https://www.fightevo360.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Fight EVO360 Muay Thai Gym

Hi Fight EVO360 Muay Thai Gym team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/fight-evo360/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"first-serve-sports-club","First Serve Sports Club","swimming","Pattaya","https://pattaya-gym.com/gyms/first-serve-sports-club/","https://www.firstservesportsclub.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — First Serve Sports Club

Hi First Serve Sports Club team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/first-serve-sports-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"fitness-7","Fitness 7 Pattaya (The Avenue)","fitness","The Avenue Pattaya / Central Pattaya (parallel to Beach Road)","https://pattaya-gym.com/gyms/fitness-7/","https://fitness7thailand.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Fitness 7 Pattaya (The Avenue)

Hi Fitness 7 Pattaya (The Avenue) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/fitness-7/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"fitz-club","Fitz Club — Racquets, Health & Fitness (Royal Cliff Hotels Group)","fitness","Pratumnak Hill","https://pattaya-gym.com/gyms/fitz-club/","https://www.royalcliff.com/facilities/fitz-club/","+66 38 250 421 ext. 2621","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Fitz Club — Racquets, Health & Fitness (Royal Cliff Hotels Group)

Hi Fitz Club — Racquets, Health & Fitness (Royal Cliff Hotels Group) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/fitz-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"flight-of-the-gibbon","Flight of the Gibbon — Khao Kheow Canopy Zipline","adventure","Khao Kheow / Si Racha (1 hour from Pattaya, 90 min from Bangkok)","https://pattaya-gym.com/gyms/flight-of-the-gibbon/","https://flightofthegibbon.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Flight of the Gibbon — Khao Kheow Canopy Zipline

Hi Flight of the Gibbon — Khao Kheow Canopy Zipline team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/flight-of-the-gibbon/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"golf-hub-pattaya","Golf Hub Pattaya (Indoor Simulator + Club Fitting)","golf","Soi Buakhao + East Pattaya (multiple locations)","https://pattaya-gym.com/gyms/golf-hub-pattaya/","https://www.golfhubpattaya.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Golf Hub Pattaya (Indoor Simulator + Club Fitting)

Hi Golf Hub Pattaya (Indoor Simulator + Club Fitting) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/golf-hub-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"greenwood-golf-club","Greenwood Golf Club & Resort (formerly Noble Place)","golf","Ban Bueng, Chonburi (1 hour from Pattaya, toward Chonburi)","https://pattaya-gym.com/gyms/greenwood-golf-club/","https://www.gwgolfclub.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Greenwood Golf Club & Resort (formerly Noble Place)

Hi Greenwood Golf Club & Resort (formerly Noble Place) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/greenwood-golf-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"greta-sport-club","Greta Sport Club Pattaya (at Greta Resort)","racquet","Na Jomtien / Sattahip (18 km south of central Pattaya / Walking Street)","https://pattaya-gym.com/gyms/greta-sport-club/","https://www.gretafarm.com/en/tennis/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Greta Sport Club Pattaya (at Greta Resort)

Hi Greta Sport Club Pattaya (at Greta Resort) team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/greta-sport-club/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"hard-rock-pool","Hard Rock Pool Pattaya","swimming","Hard Rock Hotel Pattaya — Central Pattaya Beach Road","https://pattaya-gym.com/gyms/hard-rock-pool/","https://hotel.hardrock.com/pattaya/swimming-pool.aspx","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Hard Rock Pool Pattaya

Hi Hard Rock Pool Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/hard-rock-pool/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"hilton-pattaya-fitness","Hilton Pattaya — Fitness Center, Spa & Pool","fitness","Central Pattaya — Beach Road / Central Festival Mall","https://pattaya-gym.com/gyms/hilton-pattaya-fitness/","https://www.hilton.com/en/hotels/bkkhphi-hilton-pattaya/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Hilton Pattaya — Fitness Center, Spa & Pool

Hi Hilton Pattaya — Fitness Center, Spa & Pool team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/hilton-pattaya-fitness/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"holiday-inn-pattaya","Holiday Inn Pattaya","fitness","Beach Road / Central Pattaya","https://pattaya-gym.com/gyms/holiday-inn-pattaya/","https://pattaya.holidayinn.com/","+66 38 725 555","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Holiday Inn Pattaya

Hi Holiday Inn Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/holiday-inn-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"intercontinental-pattaya","InterContinental Pattaya Resort","fitness","Pratamnak Hill","https://pattaya-gym.com/gyms/intercontinental-pattaya/","https://pattaya.intercontinental.com/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — InterContinental Pattaya Resort

Hi InterContinental Pattaya Resort team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/intercontinental-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
"jetts-fitness-pattaya","Jetts Fitness Pattaya","fitness","Little Walk Mall (Sukhumvit / Pattaya Klang)","https://pattaya-gym.com/gyms/jetts-fitness-pattaya/","https://www.jetts.co.th/en/","","https://pattaya-gym.com/badge-listed.svg","Subject: Your venue on Pattaya.Gym — Jetts Fitness Pattaya

Hi Jetts Fitness Pattaya team,

We run https://pattaya-gym.com — independent directory of 158 Pattaya sport venues. Your free listing: https://pattaya-gym.com/gyms/jetts-fitness-pattaya/

If you'd like to show visitors you're listed, link to your page or use our badge: https://pattaya-gym.com/badge-listed.svg

Reply with any corrections to hours or prices.

Tim — Pattaya.Gym"
